Ngram,Correlation,specification
paar,-0.02631023405,
anders,-0.02631023405,
geven,-0.02645340435,
willen,-0.02646314062,
sturen,-0.0266484202,
vanaf,-0.0266484202,
jou,-0.02676905372,
ons,-0.02683925942,
u,-0.02707638835,
(,-0.02713980976,
oke,-0.02778598587,
dtv,-0.02778598587,
verslag,-0.02801364731,
finale,-0.02801364731,
zonsverduistering,-0.02801364731,
heen,-0.02807189917,
ofzo,-0.02807189917,
waarom,-0.02852718843,
dan,-0.02854372721,
),-0.02862214842,
film,-0.0286877194,
eten,-0.02892979287,
zelfs,-0.02892979287,
kans,-0.02952721754,
welk,-0.02952721754,
1,-0.02957060295,
jij,-0.02957060295,
verdenken,-0.02973652082,
wennen,-0.02973652082,
😉,-0.0300387537,
niets,-0.03006135007,
niet,-0.03062837347,
rust,-0.03125499834,
madrid,-0.03125499834,
ok,-0.03125499834,
pakken,-0.03125499834,
hart,-0.03146640363,
18,-0.03146640363,
schat,-0.03146640363,
ttip,-0.03146640363,
verdienen,-0.03162547486,
stoppen,-0.03162547486,
👌,-0.03162547486,
helaas,-0.03162547486,
jammer,-0.03243800824,
jullie,-0.03254382191,
@xmaureenvdmol,-0.03325017801,
openen,-0.03325017801,
hahah,-0.03325017801,
@youtube-video,-0.03325017801,
ontmoeten,-0.03325017801,
bekijk,-0.03325017801,
@lindseylem,-0.03325017801,
dordrecht,-0.03325017801,
jaarbeurs,-0.03325017801,
voet,-0.03325017801,
januari,-0.03325017801,
ad6,-0.03325017801,
onderwijsmuseum,-0.03325017801,
schoolplat,-0.03325017801,
do,-0.03325017801,
actief,-0.03325017801,
word,-0.03325017801,
bouterse,-0.03325017801,
@annergy01,-0.03325017801,
t/m,-0.03325017801,
@drsyell,-0.03325017801,
@brendonq,-0.03325017801,
@meola1976,-0.03325017801,
vinden,-0.03372505682,
graag,-0.03386338935,
live,-0.0342237128,
utrecht,-0.03440027643,
feliciteren,-0.03462902161,
maart,-0.03462902161,
dinsdag,-0.03462902161,
deel,-0.03462902161,
plaatsen,-0.03462902161,
1/2,-0.03462902161,
dank,-0.03473481844,
benieuwd,-0.03486482305,
even,-0.03556173893,
kopen,-0.03562266395,
weten,-0.03607269573,
volger,-0.03642784016,
@tinneoltmans,-0.03642784016,
mei,-0.03642784016,
:)),-0.03642784016,
be,-0.03642784016,
onder ander,-0.03642784016,
daily,-0.03642784016,
ghostrockers,-0.03642784016,
direct,-0.03642784016,
@heidi_tuijntje,-0.03642784016,
vertellen,-0.03642784016,
💋,-0.03642784016,
koninkrijk,-0.03642784016,
terecht,-0.03642784016,
@lesleymortier,-0.03642784016,
vacature,-0.03642784016,
patriciërshuis,-0.03642784016,
rest,-0.03642784016,
28,-0.03642784016,
tevreden,-0.03642784016,
toe,-0.0370126731,
rond,-0.0370126731,
video,-0.03735553096,
langs,-0.03756060169,
plezier,-0.03756060169,
woensdag,-0.03756060169,
💪,-0.03756060169,anti trigger
;),-0.03829321342,anti trigger
-,-0.03895123951,
on,-0.03935098907,
dordts,-0.03935098907,
@mir4real,-0.03935098907,
winnaar,-0.03935098907,
speciaal,-0.03935098907,
@kleineroos1,-0.03935098907,
@,-0.03974441272,
_,-0.04003864626,
haarlem,-0.04030313952,
onderwijs,-0.04194366023,
strip,-0.04207270863,
@aobtweets,-0.04207270863,
@fmbrussel,-0.04207270863,
hopen,-0.04274390562,
😊,-0.04424634203,anti trigger
️,-0.04424634203,
hal,-0.04462986688,
@ihansz,-0.04462986688,
cobw,-0.04462986688,
@xmaureenvdmolen,-0.04462986688,
beetje,-0.04479587129,
of,-0.04496816456,
kijken,-0.04541295716,
alleen,-0.04583717428,
:),-0.04671781814,
@bopeter,-0.04704930421,
collectie,-0.04704930421,
weekend,-0.05030373303,
😍,-0.05155153463,anti trigger
collega,-0.05204686238,
@nos,-0.05442235162,
zien,-0.05502764737,
suriname,-0.05569456384,
❤,-0.05569456384,anti trigger
@kaagent,-0.05765584512,
wie,-0.05947581265,
😂,-0.06235077036,anti trigger
!,-0.06336137953,
:,-0.06422844793,
--,-0.07098539436,
/via,-0.07223131063,
stand,-0.07618514611,
maar,-0.08389725121,
http://someurln,-0.08403994277,
?,-0.09566285485,
http://someurl,-0.1469369268,anti trigger
